"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 05 09:49:23 GMT 2025","Wed Mar 05 09:49:23 GMT 2025","303","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.GetSingleAuthorTests","com.bookstore.AuthorsAPI.GetSingleAuthorTests","getNonExistentAuthorById","Get single author",""
"passed","Wed Mar 05 09:49:21 GMT 2025","Wed Mar 05 09:49:21 GMT 2025","299","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.DeleteAuthorTests","com.bookstore.AuthorsAPI.DeleteAuthorTests","deleteAuthorById","deleteAuthorById",""
"passed","Wed Mar 05 09:49:26 GMT 2025","Wed Mar 05 09:49:27 GMT 2025","278","Surefire suite","Surefire test","com.bookstore.BooksAPI.GetSingleBookTests","com.bookstore.BooksAPI.GetSingleBookTests","getSingleBookSearchingByInvalidIdType","Get single book with invalid format ID",""
"passed","Wed Mar 05 09:49:22 GMT 2025","Wed Mar 05 09:49:22 GMT 2025","297","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.UpdateAuthorTests","com.bookstore.AuthorsAPI.UpdateAuthorTests","updateAuthorWithInvalidIdBookType","Update idBook of an author with invalid type",""
"passed","Wed Mar 05 09:49:20 GMT 2025","Wed Mar 05 09:49:21 GMT 2025","305","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.PostAuthorTests","com.bookstore.AuthorsAPI.PostAuthorTests","postAuthorWithoutFirstName","Post author without first name",""
"passed","Wed Mar 05 09:49:26 GMT 2025","Wed Mar 05 09:49:26 GMT 2025","278","Surefire suite","Surefire test","com.bookstore.BooksAPI.PostBookTests","com.bookstore.BooksAPI.PostBookTests","postBookWithoutPageCount","Post book without page count",""
"passed","Wed Mar 05 09:49:23 GMT 2025","Wed Mar 05 09:49:23 GMT 2025","298","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.GetSingleAuthorTests","com.bookstore.AuthorsAPI.GetSingleAuthorTests","getSingleAuthorById","Get single author",""
"passed","Wed Mar 05 09:49:27 GMT 2025","Wed Mar 05 09:49:28 GMT 2025","290","Surefire suite","Surefire test","com.bookstore.BooksAPI.UpdateBookTests","com.bookstore.BooksAPI.UpdateBookTests","updateBookWithInvalidPageCountType","Update page count of book with invalid type",""
"passed","Wed Mar 05 09:49:23 GMT 2025","Wed Mar 05 09:49:24 GMT 2025","292","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.GetSingleAuthorTests","com.bookstore.AuthorsAPI.GetSingleAuthorTests","getSingleAuthorBySearchingByInvalidIdType","Get single author",""
"passed","Wed Mar 05 09:49:26 GMT 2025","Wed Mar 05 09:49:26 GMT 2025","283","Surefire suite","Surefire test","com.bookstore.BooksAPI.GetSingleBookTests","com.bookstore.BooksAPI.GetSingleBookTests","getSingleBookByID","Get single book",""
"passed","Wed Mar 05 09:49:27 GMT 2025","Wed Mar 05 09:49:27 GMT 2025","289","Surefire suite","Surefire test","com.bookstore.BooksAPI.UpdateBookTests","com.bookstore.BooksAPI.UpdateBookTests","updateBookSearchingByInvalidIdType","Update book by searching by invalid id type",""
"passed","Wed Mar 05 09:49:27 GMT 2025","Wed Mar 05 09:49:27 GMT 2025","281","Surefire suite","Surefire test","com.bookstore.BooksAPI.UpdateBookTests","com.bookstore.BooksAPI.UpdateBookTests","updateBook","Update a book",""
"passed","Wed Mar 05 09:49:24 GMT 2025","Wed Mar 05 09:49:24 GMT 2025","615","Surefire suite","Surefire test","com.bookstore.BooksAPI.GetAllBooksTests","com.bookstore.BooksAPI.GetAllBooksTests","getAllBooks","Get all books",""
"passed","Wed Mar 05 09:49:22 GMT 2025","Wed Mar 05 09:49:23 GMT 2025","295","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.UpdateAuthorTests","com.bookstore.AuthorsAPI.UpdateAuthorTests","updateFirstNameOfAuthor","Update the first name of an author",""
"passed","Wed Mar 05 09:49:20 GMT 2025","Wed Mar 05 09:49:20 GMT 2025","361","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.PostAuthorTests","com.bookstore.AuthorsAPI.PostAuthorTests","postAuthorWithInvalidTypeForBookId","Post author with invalid type for book ID",""
"passed","Wed Mar 05 09:49:21 GMT 2025","Wed Mar 05 09:49:21 GMT 2025","299","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.PostAuthorTests","com.bookstore.AuthorsAPI.PostAuthorTests","postAuthorWithoutLastName","Post author without last name",""
"passed","Wed Mar 05 09:49:16 GMT 2025","Wed Mar 05 09:49:20 GMT 2025","3675","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.GetAllAuthorsTests","com.bookstore.AuthorsAPI.GetAllAuthorsTests","getAllAuthors","getAllAuthors",""
"passed","Wed Mar 05 09:49:24 GMT 2025","Wed Mar 05 09:49:25 GMT 2025","787","Surefire suite","Surefire test","com.bookstore.BooksAPI.PostBookTests","com.bookstore.BooksAPI.PostBookTests","postBookTest","Post a book",""
"passed","Wed Mar 05 09:49:28 GMT 2025","Wed Mar 05 09:49:28 GMT 2025","277","Surefire suite","Surefire test","com.bookstore.BooksAPI.UpdateBookTests","com.bookstore.BooksAPI.UpdateBookTests","updateTitleOfBook","Update the title of a book",""
"passed","Wed Mar 05 09:49:22 GMT 2025","Wed Mar 05 09:49:22 GMT 2025","291","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.UpdateAuthorTests","com.bookstore.AuthorsAPI.UpdateAuthorTests","updateAuthorSearchingByInvalidIdType","Update author by searching by invalid id type",""
"passed","Wed Mar 05 09:49:25 GMT 2025","Wed Mar 05 09:49:26 GMT 2025","278","Surefire suite","Surefire test","com.bookstore.BooksAPI.PostBookTests","com.bookstore.BooksAPI.PostBookTests","postBookWithoutDescription","Post book without description",""
"passed","Wed Mar 05 09:49:28 GMT 2025","Wed Mar 05 09:49:28 GMT 2025","276","Surefire suite","Surefire test","com.bookstore.BooksAPI.DeleteBookTests","com.bookstore.BooksAPI.DeleteBookTests","deleteBookByIdInvalidFormat","Delete a book by non-numeric ID - Invalid ID Format",""
"passed","Wed Mar 05 09:49:28 GMT 2025","Wed Mar 05 09:49:28 GMT 2025","275","Surefire suite","Surefire test","com.bookstore.BooksAPI.DeleteBookTests","com.bookstore.BooksAPI.DeleteBookTests","deleteBookById","Delete a book by ID",""
"passed","Wed Mar 05 09:49:26 GMT 2025","Wed Mar 05 09:49:26 GMT 2025","288","Surefire suite","Surefire test","com.bookstore.BooksAPI.GetSingleBookTests","com.bookstore.BooksAPI.GetSingleBookTests","getNonExistentBookByID","Get single book with non-existent ID",""
"passed","Wed Mar 05 09:49:20 GMT 2025","Wed Mar 05 09:49:20 GMT 2025","388","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.PostAuthorTests","com.bookstore.AuthorsAPI.PostAuthorTests","postAuthor","postAuthor",""
"passed","Wed Mar 05 09:49:25 GMT 2025","Wed Mar 05 09:49:25 GMT 2025","287","Surefire suite","Surefire test","com.bookstore.BooksAPI.PostBookTests","com.bookstore.BooksAPI.PostBookTests","postBookWithInvalidTypeForPageCount","Post book with invalid type for page count",""
"passed","Wed Mar 05 09:49:21 GMT 2025","Wed Mar 05 09:49:22 GMT 2025","294","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.DeleteAuthorTests","com.bookstore.AuthorsAPI.DeleteAuthorTests","deleteAuthorByIdInvalidFormat","deleteAuthorByIdInvalidFormat",""
"passed","Wed Mar 05 09:49:22 GMT 2025","Wed Mar 05 09:49:22 GMT 2025","295","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.UpdateAuthorTests","com.bookstore.AuthorsAPI.UpdateAuthorTests","updateAuthor","Update an author",""
